Ann Rule,love,"Some writers hate to go to trials, but I love trials."
Pierre Teilhard de Chardin,love,"Someday, after mastering winds, waves, tides and gravity, we shall harness the energy of love; and for the second time in the history of the world, man will have discovered fire."
Robert Frost,love,"Something there is that doesn't love a wall, and wants it down."
Bobby Fischer,love,"Sometimes girls write me. One girl in Yugoslavia sent me a whole slew of love letters. I don't know how she got my address. She was in a crowd watching me play. She says when I left there the stars fell out of the sky over Yugoslavia, or something like that."
Basil Rathbone,love,Sometimes I just crave to play in Shakespeare again and I know and love playing Orlando so much.
Isaac Bashevis Singer,love,Sometimes love is stronger than a man's convictions.
William Shakespeare,love,"Speak low, if you speak of love."
Brenda Fassie,love,"Stars talk about how they dislike fans fussing over them, begging for autographs and things like that, but deep down inside, they love every minute of it."
Donna Tartt,love,Stay away from the ones you love too much. Those are the ones who will kill you.
Bhagavad Gita,love,"Still your mind in me, still yourself in me, and without a doubt you shall be united with me, Lord of Love, dwelling in your heart."
Frank Lloyd Wright,love,"Study nature, love nature, stay close to nature. It will never fail you"
Anthony Robbins,love,Success comes from taking the initiative and following up... persisting... eloquently expressing the depth of your love. What simple action could you take today to produce a new momentum toward success in your life?
Albert Schweitzer,love,"Success is not the key to happiness. Happiness is the key to success. If you love what you are doing, you will be successful."
Virgil,love,"Such is the love of praise, so great the anxiety for victory."
Billy Ocean,love,"Suddenly life has new meaning to me, there's beauty up above and things we never take notice of, you wake up suddenly you're in love."
Heinrich Suso,love,Suffering is the ancient law of love; there is not quest without pain; there is no lover who is not also a martyr.
Bethany Hamilton,love,"Surfing for me is more than my lifestyle; it's my passion, my love, and it's a part of me."
Alfred Lord Tennyson,love,"Sweet is true love that is given in vain, and sweet is death that takes away pain."
William Shakespeare,love,Sweet love renew thy force.
Baz Luhrmann,love,"Sydney is rather like an arrogant lover. When it rains it can deny you its love and you can find it hard to relate to. It's not a place that's built to be rainy or cold. But when the sun comes out, it bats its eyelids, it's glamorous, beautiful, attractive, smart, and it's very hard to get away from its magnetic pull."
Samuel Taylor Coleridge,love,"Sympathy constitutes friendship; but in love there is a sort of antipathy, or opposing passion. Each strives to be the other, and both together make up one whole."
George Herbert,love,"Take all that is given whether wealth, love or language, nothing comes by mistake and with good digestion all can be turned to health."
Robert Browning,love,"Take away love and our earth is a tomb.,
,
"
St. John of the Cross,love,"Take God for your spouse and friend and walk with him continually, and you will not sin and will learn to love, and the things you must do will work out prosperously for you."
Campbell Scott,love,"Television and cable have become the new independent films, in a sense, for writers and actors to gravitate towards. That's why I like short films, too; I love doing readings, audio books, working with young filmmakers; anything that keeps you from getting blase about yourself or in a rut."
Steven Spielberg,love,"Television has a different biorhythm than movies. I love the biorhythm of TV.,
"
William Wordsworth,love,"That best portion of a good man's life; His little, nameless, unremembered acts of kindness and of love."
Johann Wolfgang Von Goethe,love,"That is the true season of love; when we believe that we alone can love, that no one could ever have loved as much before, and that no one will ever love in the same way again."
Bhagavad Gita,love,"That one I love who is incapable of ill will, and returns love for hatred. Living beyond the reach of I and mind, and of pain and pleasure, full of mercy, contented, self-controlled, with all his heart and all his mind given to Me - with such a one I am in love."
Butch Trucks,love,"That was my first love growing up - classical orchestral music, especially Impressionism."
Blaise Pascal,love,That we must love one God only is a thing so evident that it does not require miracles to prove it.
Ben van Berkel,love,"That's what I love about Chicago... It is the staccato aspect of the skyscrapers. But the ground is very loose, very relaxed. It makes Chicago far more pleasant than other cities."
Adam Jones,love,That's what I love about our music - it'll never be a hit because you can't dance to it.
Caroline Wozniacki,love,"That's what I love about tennis: As an individual sport, you can't hide behind teammates."
Natalie Clifford Barney,love,The advantage of love at first sight is that it delays a second sight.
Edmund White,love,"The AIDS epidemic has rolled back a big rotting log and revealed all the squirming life underneath it, since it involves, all at once, the main themes of our existence: sex, death, power, money, love, hate, disease and panic. No American phenomenon has been so compelling since the Vietnam War."
Lawrence Durrell,love,"The appalling thing is the degree of charity women are capable of. You see it all the time... love lavished on absolute fools. Love's a charity ward, you know."
Albert Ellis,love,The art of love ... is largely the art of persistence.
Albert Ellis,love,The art of love is largely the art of persistence.
Bruno Dumont,love,The battle between two men over a girl is the same as the fight for two men over a piece of land. It is all about desire. There is no difference between a love triangle and the conflict between Israel and Palestine.
William Wordsworth,love,"The best portion of a good man's life, his little, nameless, unremembered acts of kindness and of love."
Joyce Brothers,love,The best proof of love is trust.
Carole Berman,love,"The best thing about doing needlepoint for very small children is that they are so uncritical. The don't say things like, I see you've missed some stitches over here on the leg, was that intentional? or Was this creature blinded in a fight? They will clasp it in their little arms and love it besottedly, inseparably as the thing becomes more and more rancid."
Red Auerbach,love,The best way to forget ones self is to look at the world with attention and love.
Vincent Van Gogh,love,The best way to know God is to love many things.
Thomas à Kempis,love,The better you understand yourself the less cause you will find to love yourself.
Lynn Lavner,love,The Bible contains six admonishments to homosexuals and 362 admonishments to heterosexuals. That doesn't mean that God doesn't love heterosexuals. It's just that they need more supervision.
Tom Robbins,love,"The bottom line is that (a) people are never perfect, but love can be, (b) that is the one and only way that the mediocre and vile can be transformed, and (c) doing that makes it that. We waste time looking for the perfect lover, instead of creating the perfect love."
John Gay,love,"The brave love mercy, and delight to save."
Hermann Hesse,love,"The call of death is a call of love. Death can be sweet if we answer it in the affirmative, if we accept it as one of the great eternal forms of life and transformation."
Kahlil Gibran,love,"The chemist who can extract from his heart's elements, compassion, respect, longing, patience, regret, surprise, and forgiveness and compound them into one can create that atom which is called love."
Kate Millet,love,"The concept of romantic love affords a means of emotional manipulation which the male is free to exploit, since love is the only circumstance in which the female is (ideologically) pardoned for sexual activity."
William Shakespeare,love,The course of true love never did run smooth.
Bryant H. McGill,love,"The deceptive, glossy media images of faces, bodies and social lifestyles, make us hate ourselves so we will buy a solution to love ourselves once again."
Alan Cohen,love,"The deeper you love yourself, the more the universe will affirm your worth. Then you can enjoy a lifelong love affair that brings you the richest fulfillment from inside out."
Emma Goldman,love,"The demand for equal rights in every vocation of life is just and fair; but, after all, the most vital right is the right to love and be loved."
Albert Camus,love,"The desire for possession is insatiable, to such a point that it can survive even love itself. To love, therefore, is to sterilize the person one loves."
Woody Allen,love,The difference between sex and love is that sex relieves tension and love causes it.
Peter de Vries,love,"The difficulty with marriage is that we fall in love with a personality, but must live with a character."
Alan Cohen,love,The door you open to give love is the very one through which love arrives.
Cary Fowler,love,"The drive behind what I do is really to make sure that people don't go to bed hungry. It's not just that I have a love of diversity, it's the importance of the uses of that diversity."
John Milton,love,"The end of learning is to know God, and out of that knowledge to love Him and imitate Him."
Sir Thomas Beecham,love,"The English may not like music, but they absolutely love the noise it makes."
Denis Waitley,love,The essence of life is finding something you really love and then making the daily experience worthwhile.
Jose Ortega Y Gasset,love,"The essence of man is, discontent, divine discontent; a sort of love without a beloved, the ache we feel in a member we no longer have."
Anita Brookner,love,"The essence of romantic love is that wonderful beginning, after which sadness and impossibility may become the rule."
Karl Kraus,love,"The esthete stands in the same relation to beauty as the pornographer stands to love, and the politician stands to life."
Miguel de Cervantes,love,The eyes those silent tongues of love.
Felix Adler,love,The family is the school of duties... founded on love.
Amelia E. Barr,love,The fate of love is that it always seems too little or too much.
George Bernard Shaw,love,The fickleness of the women I love is only equaled by the infernal constancy of the women who love me.
Bill Gates,love,"The finest pieces of software are those where one individual has a complete sense of exactly how the program works. To have that, you have to really love the program and concentrate on keeping it simple, to an incredible degree."
Johann Wolfgang Von Goethe,love,"The first and last thing required of genius is, love of the truth."
André Malraux,love,The first duty of a leader is to make himself be loved without courting love. To be loved without 'playing up' to anyone - even to himself.
Paul Tillich,love,The first duty of love is to listen.
Billy Campbell,love,"The first trip I remember taking was on the train from Virginia up to New York City, watching the summertime countryside rolling past the window. They used white linen tablecloths in the dining car in those days, and real silver. I love trains to this day. Maybe that was the beginning of my fixation with leisurely modes of travel."
Walter Savage Landor,love,"The flame of anger, bright and brief, sharpens the barb of love."
Alfred Lord Tennyson,love,The folly of all follies is to be love sick for a shadow.
Baz Luhrmann,love,"The food in Sydney is an Asian Pacific cuisine. It's eclectic but above all it's fresh, inventive and creative and that's what I love about it."
Billy Parish,love,The fossil fuel industry is destroying our planet and everything that we love.
Zig Ziglar,love,"The foundation stones for a balanced success are honesty, character, integrity, faith, love and loyalty."
Bob Geldof,love,The girls are a complete joy and I love their passion. They argue with me like mad and I love that too.
Bertrand Russell,love,"The good life is one inspired by love and guided by knowledge.,
"
Bill Walton,love,"The Grateful Dead, they're my best friends. Their message of hope, peace, love, teamwork, creativity, imagination, celebration, the dance, the vision, the purpose, the passion all of the things I believe in makes me the luckiest Deadhead in the world."
Basil Hume,love,"The great gift of Easter is hope - Christian hope which makes us have that confidence in God, in his ultimate triumph, and in his goodness and love, which nothing can shake."
Beyonce Knowles,love,The great thing about McDonald's is that they have a lot of different things on the menu. I love their salads.
William Somerset Maugham,love,"The great tragedy of life is not that men perish, but that they cease to love."
Barbara Mandrell,love,"The greatest gift God has given me is the capacity of love for people. I have so many faults, but caring about people is not one of them."
Robertson Davies,love,"The greatest gift that Oxford gives her sons is, I truly believe, a genial irreverence toward learning, and from that irreverence love may spring."
Brian Tracy,love,"The greatest gift that you can give to others is the gift of unconditional love and acceptance.,
"
Hubert H. Humphrey,love,The greatest healing therapy is friendship and love.
R.D. Clyde,love,The greatest joy of life is to love and be loved.
Bell Hooks,love,The greatest movement for social justice our country has ever known is the civil rights movement and it was totally rooted in a love ethic.
Nan Fairbrother,love,"The hardest of all is learning to be a well of affection, and not a fountain; to show them we love them not when we feel like it, but when they do."
Mignon McLaughlin,love,"The hardest-learned lesson: that people have only their kind of love to give, not our kind."
Johann Wolfgang Von Goethe,love,"The heights charm us, but the steps do not; with the mountain in our view we love to walk the plains."
George Santayana,love,The highest form of vanity is love of fame.
Buckminster Fuller,love,The highest of generalizations is the synergetic integration of truth and love.
Albert Schweitzer,love,The highest proof of the spirit is love. Love the eternal thing which can already on earth possess as it really is.
William Shakespeare,love,The hind that would be mated with the lion must die of love.
Socrates,love,The hottest love has the coldest end.
Mother Teresa,love,The hunger for love is much more difficult to remove than the hunger for bread.
Ray Bradbury,love,"The important thing is to be in love with something.,
"
Nelson Algren,love,"The Impossible Generalized Man today is the critic who believes in loving those unworthy of love as well as those worthy -yet believes this only insofar as no personal risk is entailed. Meaning he loves no one, worthy or no. This is what makes him impossible."
Aldous Huxley,love,"The impulse to cruelty is, in many people, almost as violent as the impulse to sexual love - almost as violent and much more mischievous."
William Hazlitt,love,"The incentive to ambition is the love of power.,
,
"
Barbara Deming,love,The injunction that we should love our neighbors as ourselves means to us equally that we should love ourselves as we love our neighbors.
Bede Griffiths,love,The inspiration came suddenly again to surrender to the Mother. It was quite unexpected: And so somehow I made a surrender to the Mother. Then I had an experience of overwhelming love. Waves of love sort of flowed into me.
Ben Nicholson,love,"The Irish and British, they love satire, it's a large part of the culture."
Bradley Chicho,love,The joys of friendship inert the heart and fizzy home bouncing jubilantly with laughter-buttered love.
Billy Campbell,love,"The kind of people that love 'The Rocketeer' are the kind of people that love good storytelling and innocence and a better world, so to speak, so they're almost always nice people to bump into."
Diana Spencer Princess of Wales,love,"The kindness and affection from the public have carried me through some of the most difficult periods, and always your love and affection have eased the journey."
Edgar W. Howe,love,The little trouble in the world that is not due to love is due to friendship.
William Wordsworth,love,The little unremembered acts of kindness and love are the best parts of a person's life.
Ouida,love,The longest absence is less perilous to love than the terrible trials of incessant proximity.
Alan Cohen,love,The love affair you seek is with yourself.
Vladimir Mayakovsky,love,The love boat has crashed against the everyday.
M. Russell Ballard,love,The love for work needs to be re-enthroned in our lives. Every family should have a plan for work that touches the life of each family member so that this eternal principle will be ingrained in their lives.
Alexis Carrel,love,The love of beauty in its multiple forms is the noblest gift of the human cerebrum.
George Bernard Shaw,love,The love of economy is the root of all virtue.
William Hazlitt,love,"The love of fame is almost another name for the love of excellence; or it is the ambition to attain the highest excellence, sanctioned by the highest authority, that of time."
Tacitus,love,The love of fame is the last weakness which even the wise resign.
Ovid,love,The love of glory gives an immense stimulus.
Henry Wadsworth Longfellow,love,"The love of learning, the sequestered nooks,,
And all the sweet serenity of books."
William Hazlitt,love,The love of liberty is the love of others; the love of power is the love of ourselves. We cannot force love.
Juvenal,love,The love of money grows as the money itself grows.
John Henry Newman,love,The love of Our private friends is the only preparatory exercise for the love of all men.
Susan Sontag,love,"The love of the famous, like all strong passions, is quite abstract. Its intensity can be measured mathematically, and it is independent of persons."
Marquis de Custine,love,"The love of their country is with them only a mode of flattering its master; as soon as they think that master can no longer hear, they speak of everything with a frankness which is the more startling because those who listen to it become responsible."
Robertson Davies,love,The love of truth lies at the root of much humor.
William Somerset Maugham,love,"The love that lasts longest is the love that is never returned.,
"
Elbert Hubbard,love,The love we give away is the only love we keep.
Will Durant,love,"The love we have in our youth is superficial compared to the love that an old man has for his old wife.,
"
Edward Dahlberg,love,"The machine has had a pernicious effect upon virtue, pity, and love, and young men used to machines which induce inertia, and fear, are near impotent."
Benjamin Disraeli,love,The magic of first love is our ignorance that it can ever end.
George Orwell,love,"The main motive for 'nonattachment' is a desire to escape from the pain of living, and above all from love, which, sexual or non-sexual, is hard work."
Bill Cunningham,love,The main thing I love about street photography is that you find the answers you don't see at the fashion shows. You find information for readers so they can visualize themselves.
Charles M. Schwab,love,The man who does not work for the love of work but only for money is not likely to make money nor find much fun in life.
Theodor Reik,love,The man who has never made a fool of himself in love will never be wise in love.
Elbert Hubbard,love,"The mintage of wisdom is to know that rest is rust, and that real life is love, laughter, and work."
Byron Katie,love,The miracle of love comes to us in the presence of the uninterpreted moment.
Bell Hooks,love,"The moment we choose to love we begin to move against domination, against oppression. The moment we choose to love we begin to move towards freedom, to act in ways that liberate ourselves and others."
Jiddu Krishnamurti,love,"The moment you have in your heart this extraordinary thing called love and feel the depth, the delight, the ecstasy of it, you will discover that for you the world is transform."
Jane Austen,love,"The more I know of the world, the more I am convinced that I shall never see a man whom I can really love."
Vincent Van Gogh,love,"The more I think about it, the more I realize there is nothing more artistic that to love others."
Doug Horton,love,The more we are filled with thoughts of lust the less we find true romantic love.
Vladimir Nabokov,love,"The more you love a memory, the stronger and stranger it is."
Jerry Gillies,love,"The more you love what you are doing, the more successful it will be for you."
Ben Okri,love,"The most authentic thing about us is our capacity to create, to overcome, to endure, to transform, to love and to be greater than our suffering."
George Meredith,love,The most dire disaster in love is the death of imagination.
Theodore M. Hesburgh,love,The most important thing a father can do for his children is to love their mother.
John Wooden,love,"The most important thing in the world is family and love.,
"
Brandan Behan,love,"The most important things to do in the world are to get something to eat, something to drink and somebody to love you."
Eldridge Cleaver,love,The most revolutionary statement in history is: love thine enemy.
Malcolm Muggeridge,love,"The most terrible thing about materialism, even more terrible than its proneness to violence, is its boredom, from which sex, alcohol, drugs, all devices for putting out the accusing light of reason and suppressing the unrealizable aspirations of love, offer a prospect of deliverance."
Bertrand Russell,love,"The most valuable things in life are not measured in monetary terms. The really important things are not houses and lands, stocks and bonds, automobiles and real state, but friendships, trust, confidence, empathy, mercy, love and faith."
Adrienne Rich,love,"The mother's battle for her child with sickness, with poverty, with war, with all the forces of exploitation and callousness that cheapen human life needs to become a common human battle, waged in love and in the passion for survival."
Erich Fromm,love,"The mother-child relationship is paradoxical and, in a sense, tragic. It requires the most intense love on the mother's side, yet this very love must help the child grow away from the mother, and to become fully independent."
Honoré de Balzac,love,"The motto of chivalry is also the motto of wisdom; to serve all, but love only one."
A.C. Van Cherub,love,"The music may have stopped but my heart beats to another tune, this rhythm called love."
Matthew Arnold,love,"The need of expansion is as genuine an instinct in man as the need in a plant for the light, or the need in man himself for going upright. The love of liberty is simply the instinct in man for expansion."
John Steinbeck,love,"The new American finds his challenge and his love in the traffic-choked streets, skies nested in smog, choking with the acids of industry, the screech of rubber and houses leashed in against one another while the town lets wither a time and die."
Marcus Tullius Cicero,love,The noblest spirit is most strongly attracted by the love of glory.
Wilson Woodrow,love,"The object of love is to serve, not to win."
Anais Nin,love,The only abnormality is the incapacity to love.
Brenda Ueland,love,"The only good teachers for you are those friends who love you, who think you are interesting, or very important, or wonderfully funny."
Philip Roth,love,"The only obsession everyone wants: 'love.' People think that in falling in love they make themselves whole? The Platonic union of souls? I think otherwise. I think you're whole before you begin. And the love fractures you. You're whole, and then you're cracked open."
Napoleon,love,The only victory over love is flight.
Elie Wiesel,love,"The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference."
Brian Hwang,love,"The opposite of love is not hate, the opposite of love is ignorance."
William S. Burroughs,love,"The people in power will not disappear voluntarily, giving flowers to the cops just isn't going to work. This thinking is fostered by the establishment; they like nothing better than love and nonviolence. The only way I like to see cops given flowers is in a flower pot from a high window."
George Bernard Shaw,love,The perfect love affair is one which is conducted entirely by post.
Ben Schwartz,love,"The perfect thing for me is to be on something I love, where I'm doing it and have enough money not to be poor, and I'm allowed to go on vacation."
Charles M. Schwab,love,The person who does not work for the love of work but only for money is not likely to make money nor to find much fun in life.
Andrew Jackson,love,"The planter, the farmer, the mechanic, and the laborer... form the great body of the people of the United States, they are the bone and sinew of the country men who love liberty and desire nothing but equal rights and equal laws."
Ralph Waldo Emerson,love,"The power of love, as the basis of a State, has never been tried."
Caity Lotz,love,"The power of the human spirit inspires me. Movies, books, stories, people, anything that reminds us that we are more than just this physical body and our capacity for love and courage can bend reality."
Agnes de Mille,love,"The practice mirror is to be used for the correction of faults, not for a love affair, and the figure you watch should not become your dearest friend."
Sir James Matthew Barrie,love,"The praise that comes from love does not make us vain, but more humble."
Iris Murdoch,love,"The priesthood is a marriage. People often start by falling in love, and they go on for years without realizing that love must change into some other love which is so unlike it that it can hardly be recognized as love at all."
Germaine Greer,love,The principle of the brotherhood of man is narcissistic... for the grounds for that love have always been the assumption that we ought to realize that we are the same the whole world over.
Gabriel Garcia Marquez,love,"The problem with marriage is that it ends every night after making love, and it must be rebuilt every morning before breakfast."
C. S. Lewis,love,"The Prodigal Son at least walked home on his own feet. But who can duly adore that Love which will open the high gates to a prodigal who is brought in kicking, struggling, resentful, and darting his eyes in every direction for a chance of escape?"
Billy Corgan,love,"The Pumpkins love rock-and-roll, we absolutely love it, but we also think it's a flatulent, ego-serving kiddie playground. You can have your cake and eat it too."
John Ruskin,love,The purest and most thoughtful minds are those which love color the most.
Henry David Thoreau,love,"The purity men love is like the mists which envelope the earth, and not like the azure ether beyond."
James Baldwin,love,"The question of sexual dominance can exist only in the nightmare of that soul which has armed itself, totally, against the possibility of the changing motion of conquest and surrender, which is love."
Aldous Huxley,love,"The question of the next generation will not be one of how to liberate the masses, but rather, how to make them love their servitude."
Henry Miller,love,"The real enemy can always be met and conquered, or won over. Real antagonism is based on love, a love which has not recognized itself."
Bill Medley,love,"The reason I still love performing is that people my age, a little younger and a little older, show up to relive that thing that made them so happy all those years ago. And as long as they show up, I'll keep on keepin' on till I keel over."
Elbert Hubbard,love,"The reason men oppose progress is not that they hate progress, but that they love inertia.,
,
,
"
Alfred de Musset,love,The return makes one love the farewell.
Richard M. DeVos,love,"The riches of life, the love and joy and exhilaration of life can be found only with an upward look. This is an exciting world. It's cram-packed with opportunity. Great moments wait around every corner."
Lawrence Durrell,love,The richest love is that which submits to the arbitration of time.
Bertrand Russell,love,"The root of the matter… the thing I mean… is love, Christian love, or compassion. If you feel this, you have a motive for existence, a guide for action, a reason for courage, an imperative necessity for intellectual honesty."
Maya Angelou,love,"The sadness of the women's movement is that they don't allow the necessity of love. See, I don't personally trust any revolution where love is not allowed."
Raoul Vaneigem,love,"The same people who are murdered slowly in the mechanized slaughterhouses of work are also arguing, singing, drinking, dancing, making love, holding the streets, picking up weapons and inventing a new poetry."
George Meredith,love,The season of love is the carnival of egoism and it brings a touchstone to our natures.
Bruce Forsyth,love,"The secret to a happy marriage is if you can be at peace with someone within four walls, if you are content because the one you love is near to you, either upstairs or downstairs, or in the same room, and you feel that warmth that you don't find very often, then that is what love is all about."
Thomas Carlyle,love,The soul gives unity to what it looks at with love.
Friedrich Nietzsche,love,The spiritualization of sensuality is called love: it is a great triumph over Christianity.
Helen Hayes,love,The story of a love is not important - what is important is that one is capable of love. It is perhaps the only glimpse we are permitted of eternity.
Michel Foucault,love,"The strategic adversary is fascism... the fascism in us all, in our heads and in our everyday behavior, the fascism that causes us to love power, to desire the very thing that dominates and exploits us."
Bob Seger,love,"The studio is really fun because I don't make it into the studio unless I've got something I really like. I love working with different musicians in the studio; that's a real joy, working with someone for the first time."
Thomas Paine,love,"The summer soldier and the sunshine patriot will, in this crisis, shrink from the service of his country; but he that stands it NOW deserves the love and thanks of man and woman."
Arthur Rimbaud,love,"The Sun, the hearth of affection and life, pours burning love on the delighted earth."
Samuel M. Shoemaker,love,"The surest mark of a Christian is not faith, or even love, but joy."
Jean Baudrillard,love,The surprises of thought are like those of love: they wear out. But here too you can carry on for a long time doing your conjugal duty.
Pearl Bailey,love,"The sweetest joy, the wildest woe is love."
Jean de la Bruyère,love,The sweetest of all sounds is that of the voice of the woman we love.
William E. Vaughan,love,The tax collector must love poor people. He is creating so many of them.
Logan Pearsall Smith,love,The test of a vocation is the love of the drudgery it involves.
Carson McCullers,love,"The theme is the theme of humiliation, which is the square root of sin, as opposed to the freedom from humiliation, and love, which is the square root of wonderful."
Ben Whishaw,love,The thing I love about acting is that you can bring something very personal into the open and at the same time remain hidden because you're always playing a character in a story that someone else has imagined. You're always protected.
Ben Whishaw,love,The thing I love most about acting is that your capacity evolves as you evolve as a human being.
Theodore Roosevelt,love,"The things that will destroy America are prosperity-at-any-price, peace-at-any-price, safety-first instead of duty-first, the love of soft living, and the get-rich-quick theory of life."
Buddha,love,"The thought manifests as the word; The word manifests as the deed; The deed develops into habit; And habit hardens into character; So watch the thought and its ways with care, And let it spring from love Born out of concern for all beingsÂ… As the shadow follows the body, As we think, so we become."
Alexander Chalmers,love,"The three grand essentials of happiness are: Something to do, someone to love, and something to hope for."
James Baldwin,love,"The trick is to love somebody... If you love one person, you see everybody else differently."
Mother Teresa,love,"The trouble is that rich people, well-to-do people, very often don't really know who the poor are; and that is why we can forgive them, for knowledge can only lead to love, and love to service. And so, if they are not touched by them, it's because they do not know them."
Igor Stravinsky,love,The trouble with music appreciation in general is that people are taught to have too much respect for music; they should be taught to love it instead.
Helen Hayes,love,The truth is that there is only one terminal dignity - love. And the story of a love is not important - what is important is that one is capable of love. It is perhaps the only glimpse we are permitted of eternity.
Barbara Mikulski,love,The two-martinis-for-lunch bunch would love for us to fight each other over the resources they have made scarce.
Octave Mirbeau,love,"The universe appears to me like an immense, inexorable torture-garden. Passions, greed, hatred, and lies; law, social institutions, justice, love, glory, heroism, and religion: these are its monstrous flowers and its hideous instruments of eternal human suffering."
John Irving,love,The unspoken factor is love. The reason I can work so hard at my writing is that it's not work for me.
Franklin D. Roosevelt,love,The value of love will always be stronger than the value of hate... Any nation or group of nations which employs hatred eventually is torn to pieces by hatred...
Thomas Love Peacock,love,The waste of plenty is the resource of scarcity.
Peace Pilgrim,love,The way of peace is the way of love. Love is the greatest power on earth. It conquers all things.
Joe E. Lewis,love,"The way taxes are, you might as well marry for love."
Gilbert Keith Chesterton,love,"The way to love anything is to realize that it may be lost.,
"
Gilbert K. Chesterton,love,The way to love anything is to realize that it might be lost.
Allen Ginsberg,love,"The weight of the world is love. Under the burden of solitude, under the burden of dissatisfaction."
Bill Hicks,love,"The whole image is that eternal suffering awaits anyone who questions God's infinite love. That's the message we're brought up with, isn't it? Believe or die! Thank you, forgiving Lord, for all those options."
Candace Bushnell,love,"The women I know who have children and have careers, they seem to be very happy. They love their children and they love their jobs. But happiness comes out of being willing to do your work in your twenties to find out who you are, what you love."
Alan Cohen,love,"The word courage comes from the French word 'coeur', which means heart. True power proceeds not from force, but from love."
Robert Fulghum,love,"The world does not need tourists who ride by in a bus clucking their tongues. The world as it is needs those who will love it enough to change it, with what they have, where they are."
David Herbert Lawrence,love,"The world is wonderful and beautiful and good beyond one's wildest imagination. Never, never, never could one conceive what love is, beforehand, never. Life can be great - quite god-like. It can be so. God be thanked I have proved it."
Ben Okri,love,The worst time was 1983. Love and life and everything went wrong. I reached absolute rock bottom. I saw the Minotaur at the bottom of the abyss. I learnt of the harshness of the world and its impartiality to human failure.
Carson McCullers,love,"The writer by nature of his profession is a dreamer and a conscious dreamer. He must imagine, and imagination takes humility, love and great courage. How can you create a character without live and the struggle that goes with love?"
André Malraux,love,"Then I despair... I remember that all through history, the way of truth and love has always won. There have been murderers and tyrants, and for a time they can seem invincible. But in the end they always fall. Think of it always."
Billy Boyd,love,"Then there are actors my age like Ethan Hawke, he's in 'Moby Dick,' I love his work. I've been lucky. Alfred Molina, he has real class."
Jane Austen,love,"There are as many sorts of love, as there are moments in time."
Caity Lotz,love,"There are different types of talents and intelligences, and traditional schools sometimes ignore the creative ones. It is important for us to give kids every platform for them to find what they are good at and what they love. The arts also provide a space for newfound creativity."
Victor Hugo,love,"There are fathers who do not love their children, but there is no grandfather who does not adore his grandson."
Pearl S. Buck,love,"There are many ways of breaking a heart. Stories were full of hearts broken by love, but what really broke a heart was taking away its dream - whatever that dream might be."
Ernest Hello,love,There are men who would quickly love each other if once they were speak to each other; for when they spoke they would discover that their souls had only separated by phantoms and delusions.
Frank Zappa,love,There are more love songs than anything else. If songs could make you do something we'd all love one another.
St. Francis de Sales,love,There are no galley-slaves in the royal vessel of divine love - every man works his oar voluntarily!
William Hazlitt,love,"There are no rules for friendship. It must be left to itself. We cannot force it any more than love.,
"
Lawrence Durrell,love,"There are only three things to be done with a woman. You can love her, suffer for her, or turn her into literature."
Emile Chartier,love,There are only two kinds of scholars; those who love ideas and those who hate them.
Boris Vian,love,"There are only two things: love, all sorts of love, with pretty girls, and the music of New Orleans or Duke Ellington. Everything else ought to go, because everything else is ugly."
Brendan Dooling,love,"There are so many quirky characters, it's easy to fall in love with any number of the characters on 'The Carrie Diaries'."
Bonnie McKee,love,"There are some artists that don't like working with other females, which is fine. They have their own thing. I personally love being surrounded by other females."
Caitlin Fitzgerald,love,"There are some jobs where you think, 'There's no way! This would be too, too good. The universe would love me too much were it to actually happen.'"
Brandi Carlile,love,"There are still civil rights issues. There are still people who can't be visited by their spouse in the hospital because they're gay. These are humanitarian issues. At the end of the day, all you want is for people to be happy in the pursuit of life, love and liberty."
Bjorn Ulvaeus,love,"There are still many places I haven't seen that I'd like to travel to. I've never seen the Pyramids, and I'd love to explore the culture in North India. I think walking in the Andes would also be awesome."
Annie Leibovitz,love,There are still so many places on our planet that remain unexplored. I'd love to one day peel back the mystery and understand them.
Francois de la Rochefoucauld,love,There are very few people who are not ashamed of having been in love when they no longer love each other.
Patrick Campbell,love,There can be a fundamental gulf of gracelessness in a human heart which neither our love nor our courage can bridge.
Martin Luther King,love,There can be no deep disappointment where there is not deep love.
Samuel P. Huntington,love,"There can be no true friends without true enemies. Unless we hate what we are not, we cannot love what we are."
Jean Baudrillard,love,"There exists, between people in love, a kind of capital held by each. This is not just a stock of affects or pleasure, but also the possibility of playing double or quits with the share you hold in the other's heart."
Johann Wolfgang Von Goethe,love,There is a courtesy of the heart; it is allied to love. From its springs the purest courtesy in the outward behavior.
Sophia Loren,love,"There is a fountain of youth: it is your mind, your talents, the creativity you bring to your life and the lives of the people you love. When you learn to tap into this source, you will truly have defeated age."
Thornton Wilder,love,"There is a land of the living and a land of the dead and the bridge is love, the only survival, the only meaning."
Alfred Adler,love,There is a law that man should love his neighbor as himself. In a few hundred years it should be as natural to mankind as breathing or the upright gait; but if he does not learn it he must perish.
George Gordon,love,"There is a pleasure in the pathless woods, There is a rapture on the lonely shore, There is society, where none intrudes. By the deep sea, and music in its roars; I love not man the less, but nature more."
